Date,Time,MST Time(s),Distance(V),Load cell (g),Temp.MST(C),Temp. Motor(C),Time Preset
27/05/1964,16:28:22,5.7,0,1,28,30,3599
27/05/1964,16:28:23,6.4,0,2,28,30,3597
27/05/1964,16:28:24,20.3,0,4,28,30.1,3596
27/05/1964,16:28:25,24.6,0,5,28,30.1,3595
27/05/1964,16:28:26,24.8,0,6,28,30.1,3594
27/05/1964,16:28:27,24.9,0,7,28.1,30.2,3593
27/05/1964,16:28:28,26.2,0,8,28.1,30.3,3592
27/05/1964,16:28:29,28.1,0,9,28.2,30.3,3591
27/05/1964,16:28:30,28.2,0,10,28.2,30.3,3590
27/05/1964,16:28:31,28.5,0,11,28.2,30.4,3589
27/05/1964,16:28:32,28.7,0,12,28.2,30.4,3588
27/05/1964,16:28:33,28.9,0,13,28.1,30.4,3587
27/05/1964,16:28:34,29.3,0,14,28.1,30.3,3586
27/05/1964,16:28:35,30,0,15,28.1,30.3,3585
27/05/1964,16:28:36,30.8,0,16,28.1,30.3,3584
27/05/1964,16:28:37,31.4,0,17,28.1,30.3,3583
27/05/1964,16:28:38,31.5,0,18,28.1,30.4,3582
27/05/1964,16:28:39,31.6,0,19,28.1,30.3,3581
27/05/1964,16:28:40,31.7,0,20,28.1,30.4,3580
27/05/1964,16:28:41,31.9,0,21,28.1,30.5,3579
27/05/1964,16:28:42,32.1,0,22,28.1,30.3,3578
27/05/1964,16:28:43,32.3,0,23,28.1,30.3,3577
27/05/1964,16:28:44,32.5,0,24,28.1,30.1,3576
27/05/1964,16:28:45,32.8,0,25,28,30.1,3575
27/05/1964,16:28:46,33.2,0,26,28,29.9,3574
27/05/1964,16:28:47,33.5,0,27,28,29.9,3573
27/05/1964,16:28:48,33.7,0,28,27.9,29.7,3572
27/05/1964,16:28:49,34,0,29,27.9,29.6,3571
27/05/1964,16:28:50,34.3,0,30,27.9,29.4,3570
27/05/1964,16:28:51,34.5,0,31,27.7,29.3,3569
27/05/1964,16:28:52,34.5,0,32,27.7,29.3,3568
27/05/1964,16:28:53,34.6,0,33,27.7,29.1,3567
27/05/1964,16:28:54,34.7,0,34,27.6,29.1,3566
27/05/1964,16:28:55,34.9,0,35,27.6,28.9,3565
27/05/1964,16:28:56,35.1,0,36,27.6,28.9,3564
27/05/1964,16:28:57,35.3,0,37,27.6,28.9,3563
27/05/1964,16:28:58,35.3,0,38,27.4,28.7,3562
27/05/1964,16:28:59,35.4,0,39,27.4,28.6,3561
27/05/1964,16:29:00,35.6,0,40,27.4,28.6,3560
27/05/1964,16:29:01,35.8,0,41,27.1,28.3,3559
27/05/1964,16:29:02,36,0,42,27,28.3,3558
27/05/1964,16:29:03,36.1,0,43,27.1,28.3,3557
27/05/1964,16:29:04,36.3,0,44,27.2,28.5,3556
27/05/1964,16:29:05,36.3,0,45,27.2,28.6,3555
27/05/1964,16:29:06,36.3,0,46,27.2,28.6,3554
27/05/1964,16:29:07,36.4,0,47,27.2,28.6,3553
27/05/1964,16:29:08,36.4,0,48,27.2,28.6,3552
27/05/1964,16:29:09,36.4,0,49,27.2,28.8,3551
27/05/1964,16:29:10,36.5,0,50,27.3,28.8,3550
27/05/1964,16:29:11,36.6,0,51,27.5,29.1,3549
27/05/1964,16:29:12,36.6,0,52,27.6,29.2,3548
27/05/1964,16:29:13,36.6,0,53,27.8,29.3,3547
27/05/1964,16:29:14,36.7,0,54,27.9,29.4,3546
27/05/1964,16:29:15,36.7,0,55,27.9,29.4,3545
27/05/1964,16:29:16,36.7,0,56,27.9,29.5,3544
27/05/1964,16:29:17,36.7,0,57,27.8,29.6,3543
27/05/1964,16:29:18,36.8,0,58,27.9,29.5,3542
27/05/1964,16:29:19,36.7,0,59,27.8,29.5,3541
27/05/1964,16:29:20,36.2,0,60,27.8,29.5,3540
27/05/1964,16:29:21,36.5,0,61,27.9,29.6,3539
27/05/1964,16:29:22,36.6,0,62,27.9,29.7,3538
27/05/1964,16:29:23,36.6,0,63,27.9,29.7,3537
27/05/1964,16:29:24,36.6,0,64,27.9,29.8,3536
27/05/1964,16:29:25,36.7,0,65,27.9,29.8,3535
27/05/1964,16:29:26,36.7,0,66,27.9,29.9,3534
27/05/1964,16:29:27,36.6,0,67,27.9,29.9,3533
27/05/1964,16:29:28,36.6,0,68,28,30,3532
27/05/1964,16:29:29,36.6,0,69,28,30,3531
27/05/1964,16:29:30,36.7,0,70,28.1,30,3530
27/05/1964,16:29:31,36.6,0,71,28.1,30,3529
27/05/1964,16:29:32,36.6,0,72,28.1,30,3528
27/05/1964,16:29:33,36.5,0,73,28.1,30,3527
27/05/1964,16:29:34,36.5,0,74,28.2,30.1,3526
27/05/1964,16:29:35,36.2,0,75,28.3,30.1,3525
27/05/1964,16:29:36,36.1,0,76,28.3,30.2,3524
27/05/1964,16:29:37,36.3,0,77,28.3,30.1,3523
27/05/1964,16:29:38,37,0,78,28.2,30.2,3522
27/05/1964,16:29:39,36.9,0,79,28.1,30.2,3521
27/05/1964,16:29:40,36.3,0,80,28.2,30.3,3520
27/05/1964,16:29:41,35.1,0,81,28.2,30.3,3519
27/05/1964,16:29:42,36.9,0,82,28.2,30.4,3518
27/05/1964,16:29:43,37.2,0,83,28.2,30.4,3517
27/05/1964,16:29:44,37.3,0,84,28.3,30.3,3516
27/05/1964,16:29:45,37.4,0,85,28.3,30.4,3515
27/05/1964,16:29:46,37.8,0,86,28.3,30.4,3514
27/05/1964,16:29:47,36.9,0,87,28.3,30.5,3513
27/05/1964,16:29:48,37.9,0,88,28.3,30.4,3512
27/05/1964,16:29:49,37.1,0,89,28.2,30.4,3511
27/05/1964,16:29:50,38.1,0,90,28.3,30.4,3510
27/05/1964,16:29:51,38.1,0,91,28.3,30.3,3509
27/05/1964,16:29:52,37.8,0.27,92,28.2,30.2,3508
27/05/1964,16:29:53,38,0,93,28.2,30.1,3507
27/05/1964,16:29:54,37.9,0,94,28.2,30,3506
27/05/1964,16:29:55,38.2,0,95,28.2,29.9,3505
27/05/1964,16:29:56,37.5,0,96,28.1,29.8,3504
27/05/1964,16:29:57,38.3,0,97,28,29.7,3503
27/05/1964,16:29:58,38.3,0,98,28,29.5,3502
27/05/1964,16:29:59,38.1,0,99,27.9,29.4,3501
27/05/1964,16:30:00,37.9,0,100,27.8,29.4,3500
27/05/1964,16:30:01,37.4,0,101,27.8,29.3,3499
27/05/1964,16:30:02,36.3,0,102,27.4,28.9,3498
27/05/1964,16:30:03,38,0,103,27.4,28.9,3497
27/05/1964,16:30:04,37.8,0,104,27.4,28.9,3496
27/05/1964,16:30:05,32,0,105,27.4,28.7,3495
27/05/1964,16:30:06,31.6,0,106,27.4,28.7,3494
27/05/1964,16:30:07,32,0,107,27.4,28.7,3493
27/05/1964,16:30:08,32.2,0,108,27.4,28.7,3492
27/05/1964,16:30:09,31.1,0,109,27.4,28.7,3491
27/05/1964,16:30:10,32,0,110,27.4,28.7,3490
27/05/1964,16:30:11,34.3,0,111,27.4,28.7,3489
27/05/1964,16:30:12,31.4,0,112,27.3,28.5,3488
27/05/1964,16:30:13,32.1,0,113,27.3,28.6,3487
27/05/1964,16:30:14,32.6,0,114,27.4,28.8,3486
27/05/1964,16:30:15,33.9,0,115,27.5,28.9,3485
27/05/1964,16:30:16,32.3,0,116,27.4,29,3484
27/05/1964,16:30:17,32.2,0,117,27.5,29.1,3483
27/05/1964,16:30:18,33,0,118,27.5,29.2,3482
27/05/1964,16:30:19,31.6,0,119,27.6,29.3,3481
27/05/1964,16:30:20,32.1,0,120,27.5,29.4,3480
27/05/1964,16:30:21,32.1,0,121,27.5,29.5,3479
27/05/1964,16:30:22,32.8,0,122,27.8,29.7,3478
27/05/1964,16:30:23,32.1,0,123,27.8,29.7,3477
27/05/1964,16:30:24,31.6,0,124,27.9,29.8,3476
27/05/1964,16:30:25,30.8,0,125,27.9,29.9,3475
27/05/1964,16:30:26,30.6,0,126,27.9,29.8,3474
27/05/1964,16:30:27,31.6,0,127,28,29.9,3473
27/05/1964,16:30:28,31.8,0,128,28,29.9,3472
27/05/1964,16:30:29,31.5,0,129,28,29.9,3471
27/05/1964,16:30:30,32.1,0,130,28.1,30,3470
27/05/1964,16:30:31,33.3,0,131,28.1,30.1,3469
27/05/1964,16:30:32,32.3,0,132,28.2,30.2,3468
27/05/1964,16:30:33,31.6,0,133,28.2,30.2,3467
27/05/1964,16:30:34,30.9,0,134,28.1,30.2,3466
27/05/1964,16:30:35,31.4,0,135,28.1,30.2,3465
27/05/1964,16:30:36,31.9,0,136,28.1,30.2,3464
27/05/1964,16:30:37,31.4,0,137,28.1,30.2,3463
27/05/1964,16:30:38,32.3,0,138,28.2,30.2,3462
27/05/1964,16:30:39,30.8,0,139,28.3,30.2,3461
27/05/1964,16:30:41,31.3,0,140,28.4,30.2,3460
27/05/1964,16:30:41,31.8,0,141,28.3,30.3,3459
27/05/1964,16:30:42,31.6,0,142,28.3,30.3,3458
27/05/1964,16:30:43,31.8,0,143,28.3,30.4,3457
27/05/1964,16:30:44,31.1,0,144,28.4,30.4,3456
27/05/1964,16:30:45,31.7,0,145,28.4,30.4,3455
27/05/1964,16:30:46,31.4,0,146,28.5,30.5,3454
27/05/1964,16:30:47,31.3,0,147,28.4,30.5,3453
27/05/1964,16:30:48,31.7,0,148,28.6,30.5,3452
27/05/1964,16:30:49,30.9,0,149,28.8,30.5,3451
27/05/1964,16:30:50,31.8,0,150,28.8,30.5,3450
27/05/1964,16:30:51,30.8,0,151,28.7,30.5,3449
27/05/1964,16:30:52,30.4,0,152,28.7,30.5,3448
27/05/1964,16:30:53,30.4,0,153,28.6,30.4,3447
27/05/1964,16:30:54,30.9,0,154,28.6,30.3,3446
27/05/1964,16:30:55,30.8,0,155,28.5,30.2,3445
27/05/1964,16:30:56,30.6,0,156,28.4,30,3444
27/05/1964,16:30:57,30.5,0,157,28.3,30,3443
27/05/1964,16:30:58,32.1,0,158,28.3,29.8,3442
27/05/1964,16:30:59,32,0,159,28.2,29.8,3441
27/05/1964,16:31:00,32.1,0,160,28.1,29.7,3440
27/05/1964,16:31:01,30.7,0,161,28.1,29.6,3439
27/05/1964,16:31:02,30.8,0,162,27.9,29.6,3438
27/05/1964,16:31:03,30.7,0,163,27.9,29.3,3437
27/05/1964,16:31:04,30.9,0,164,27.8,29.3,3436
27/05/1964,16:31:05,30.6,0,165,27.8,29.2,3435
27/05/1964,16:31:06,31.3,0,166,27.8,29.1,3434
27/05/1964,16:31:07,31.2,0,167,27.8,29,3433
27/05/1964,16:31:08,32.2,0,168,27.8,29,3432
27/05/1964,16:31:09,31.1,0,169,27.7,29,3431
27/05/1964,16:31:10,31.6,0,170,27.7,29,3430
27/05/1964,16:31:11,31.6,0,171,27.7,28.9,3429
27/05/1964,16:31:12,31.5,0,172,27.7,28.9,3428
27/05/1964,16:31:13,31.2,0,173,27.6,28.8,3427
27/05/1964,16:31:14,32,0,174,27.7,28.9,3426
27/05/1964,16:31:15,31.9,0,175,27.7,28.9,3425
27/05/1964,16:31:17,32.1,0,176,27.7,29,3424
27/05/1964,16:31:18,32,0,177,27.7,29.1,3423
27/05/1964,16:31:19,32,0,178,27.9,29.1,3422
27/05/1964,16:31:20,32.2,0,179,27.9,29.2,3421
27/05/1964,16:31:21,31.9,0,180,28,29.2,3420
27/05/1964,16:31:22,31.9,0,181,28,29.3,3419
27/05/1964,16:31:23,31.9,0,182,27.9,29.4,3418
27/05/1964,16:31:24,32.1,0,183,28,29.5,3417
27/05/1964,16:31:25,32.4,0,184,28.1,29.6,3416
27/05/1964,16:31:26,32.2,0,185,28,29.7,3415
27/05/1964,16:31:27,31,0,186,28.1,29.7,3414
27/05/1964,16:31:28,31.6,0,187,28.1,29.8,3413
27/05/1964,16:31:29,31.4,0,188,28,29.9,3412
27/05/1964,16:31:30,31.9,0,189,28.1,29.9,3411
27/05/1964,16:31:31,31.4,0,190,28.1,29.9,3410
27/05/1964,16:31:32,31.8,0,191,28.1,30,3409
27/05/1964,16:31:33,32.3,0,192,28.1,30,3408
27/05/1964,16:31:34,32.3,0,193,28.2,30.2,3407
27/05/1964,16:31:35,32.4,0,194,28.3,30.2,3406
27/05/1964,16:31:36,31.8,0,195,28.2,30.2,3405
27/05/1964,16:31:37,33.2,0,196,28.1,30.3,3404
27/05/1964,16:31:38,31.9,0,197,28.3,30.3,3403
27/05/1964,16:31:39,32.2,0,198,28.4,30.3,3402
27/05/1964,16:31:40,31.7,0,199,28.3,30.3,3401
27/05/1964,16:31:41,32.8,0,200,28.2,30.2,3400
27/05/1964,16:31:42,33.1,0,201,28.2,30.2,3399
27/05/1964,16:31:43,32.1,0,202,28.2,30.2,3398
27/05/1964,16:31:44,33.1,0,203,28.3,30.2,3397
27/05/1964,16:31:45,32.1,0,204,28.3,30.2,3396
27/05/1964,16:31:46,31.8,0,205,28.4,30.2,3395
27/05/1964,16:31:47,32.4,0,206,28.3,30.2,3394
27/05/1964,16:31:48,32.2,0,207,28.3,30.3,3393
27/05/1964,16:31:49,32.2,0,208,28.3,30.3,3392
27/05/1964,16:31:49,31.9,0,209,28.3,30.4,3391
27/05/1964,16:31:50,32,0,210,28.4,30.5,3390
27/05/1964,16:31:51,32.2,0,211,28.3,30.5,3389
27/05/1964,16:31:52,31.9,0,212,28.3,30.5,3388
27/05/1964,16:31:53,32.2,0,213,28.4,30.4,3387
27/05/1964,16:31:54,31.9,0,214,28.4,30.3,3386
27/05/1964,16:31:56,32.1,0,215,28.4,30.2,3385
27/05/1964,16:31:57,32.4,0,216,28.3,30.1,3384
27/05/1964,16:31:58,32.5,0,217,28.2,30,3383
27/05/1964,16:31:59,32.1,0,218,28.2,29.9,3382
27/05/1964,16:32:00,32.1,0,219,28.2,29.7,3381
27/05/1964,16:32:01,32.3,0,220,28.1,29.7,3380
27/05/1964,16:32:02,32,0,221,28,29.7,3379
27/05/1964,16:32:03,32.3,0,222,28,29.5,3378
27/05/1964,16:32:04,32.1,0,223,27.6,29.1,3377
27/05/1964,16:32:05,31.7,0,224,27.7,29.1,3376
27/05/1964,16:32:06,32.2,0,225,27.7,29.1,3375
27/05/1964,16:32:07,31.7,0,226,27.7,29.1,3374
27/05/1964,16:32:08,31.8,0,227,27.6,29.1,3373
27/05/1964,16:32:09,32.2,0,228,27.6,28.9,3372
27/05/1964,16:32:10,32.3,0,229,27.6,28.9,3371
27/05/1964,16:32:11,32.3,0,230,27.6,28.9,3370
27/05/1964,16:32:12,31.8,0,231,27.6,28.8,3369
27/05/1964,16:32:13,32,0,232,27.6,28.7,3368
27/05/1964,16:32:14,31.7,0,233,27.5,28.6,3367
27/05/1964,16:32:15,32,0,234,27.5,28.6,3366
27/05/1964,16:32:16,31.8,0,235,27.5,28.7,3365
27/05/1964,16:32:17,32.1,0,236,27.5,28.8,3364
27/05/1964,16:32:18,32,0,237,27.5,28.8,3363
27/05/1964,16:32:19,31.8,0.27,238,27.6,28.8,3362
27/05/1964,16:32:20,32.2,0,239,27.6,28.9,3361
27/05/1964,16:32:21,32,0,240,27.6,29,3360
27/05/1964,16:32:22,32,0,241,27.6,29,3359
27/05/1964,16:32:23,31.8,0,242,27.6,29,3358
27/05/1964,16:32:24,31.7,0,243,27.9,29.3,3357
27/05/1964,16:32:25,31.9,0,244,27.9,29.3,3356
27/05/1964,16:32:26,32.1,0,245,28,29.4,3355
27/05/1964,16:32:27,31.9,0,246,28,29.5,3354
27/05/1964,16:32:28,32.3,0,247,28,29.5,3353
27/05/1964,16:32:29,32.2,0,248,28,29.5,3352
27/05/1964,16:32:30,31.8,0,249,28,29.6,3351
27/05/1964,16:32:31,32.2,0,250,28,29.7,3350
27/05/1964,16:32:32,32.3,0,251,28,29.7,3349
27/05/1964,16:32:33,32.3,0,252,28,29.7,3348
27/05/1964,16:32:34,31.9,0,253,28,29.7,3347
27/05/1964,16:32:35,31.8,0,254,28,29.7,3346
27/05/1964,16:32:36,32.4,0,255,28.1,29.8,3345
27/05/1964,16:32:37,32.4,0,256,28,29.7,3344
27/05/1964,16:32:38,32.1,0,257,28,29.8,3343
27/05/1964,16:32:39,31.9,0,258,28,29.8,3342
27/05/1964,16:32:40,32.1,0,259,28.1,29.8,3341
27/05/1964,16:32:41,32,0,260,28.1,29.9,3340
27/05/1964,16:32:42,32.2,0,261,28.1,29.9,3339
27/05/1964,16:32:43,32.4,0,262,28.1,29.9,3338
27/05/1964,16:32:44,32.2,0,263,28.2,29.9,3337
27/05/1964,16:32:45,32,0,264,28.3,30.1,3336
27/05/1964,16:32:46,31.9,0,265,28.3,30.2,3335
27/05/1964,16:32:47,32.2,0,266,28.3,30.2,3334
27/05/1964,16:32:48,32.1,0,267,28.3,30.1,3333
27/05/1964,16:32:49,31.9,0,268,28.3,30.2,3332
27/05/1964,16:32:50,32.1,0,269,28.4,30.2,3331
27/05/1964,16:32:51,32.5,0,270,28.5,30.2,3330
27/05/1964,16:32:52,31.9,0,271,28.4,30.2,3329
27/05/1964,16:32:53,32.4,0,272,28.4,30.1,3328
27/05/1964,16:32:54,32.3,0,273,28.4,30.1,3327
27/05/1964,16:32:55,32.2,0,274,28.4,30.2,3326
27/05/1964,16:32:56,32.4,0,275,28.5,30.1,3325
27/05/1964,16:32:57,32.3,0,276,28.5,30.2,3324
27/05/1964,16:32:58,32.1,0,277,28.5,30.2,3323
27/05/1964,16:32:59,31.6,0,278,28.5,30.2,3322
27/05/1964,16:33:00,32.1,0,279,28.4,30.2,3321
27/05/1964,16:33:01,32.2,0,280,28.5,30.2,3320
27/05/1964,16:33:02,32.5,0,281,28.4,30.2,3319
27/05/1964,16:33:03,32,0,282,28.3,30.2,3318
27/05/1964,16:33:04,32.3,0,283,28.3,30.2,3317
27/05/1964,16:33:05,32.2,0,284,28.3,30.2,3316
27/05/1964,16:33:06,32.3,0,285,28.3,30.1,3315
27/05/1964,16:33:07,32.1,0,286,28.3,30,3314
27/05/1964,16:33:08,32.6,0,287,28.3,29.9,3313
27/05/1964,16:33:09,32,0,288,28.2,29.8,3312
27/05/1964,16:33:10,32.1,0,289,28.1,29.8,3311
27/05/1964,16:33:11,31.7,0,290,28.1,29.7,3310
27/05/1964,16:33:12,32.1,0,291,28.2,29.6,3309
27/05/1964,16:33:13,32.2,0,292,28.1,29.5,3308
27/05/1964,16:33:14,32,0,293,28.1,29.5,3307
27/05/1964,16:33:15,31.8,0,294,28,29.3,3306
27/05/1964,16:33:16,31.8,0,295,28,29.2,3305
27/05/1964,16:33:17,32.1,0,296,27.9,29.1,3304
27/05/1964,16:33:18,31.8,0,297,28,29.2,3303
27/05/1964,16:33:19,31.9,0,298,27.9,29.2,3302
27/05/1964,16:33:20,32,0,299,27.9,29,3301
27/05/1964,16:33:21,31.7,0,300,27.8,29,3300
27/05/1964,16:33:22,31.6,0,301,27.8,28.9,3299
27/05/1964,16:33:23,31.8,0,302,27.8,28.9,3298
27/05/1964,16:33:24,32.1,0,303,27.8,28.9,3297
27/05/1964,16:33:25,32.1,0,304,27.7,28.8,3296
27/05/1964,16:33:26,32.2,0,305,27.6,28.8,3295
27/05/1964,16:33:27,31.9,0,306,27.6,28.9,3294
27/05/1964,16:33:28,32,0,307,27.7,28.9,3293
27/05/1964,16:33:29,32,0,308,27.8,29,3292
27/05/1964,16:33:30,31.7,0,309,27.9,29.1,3291
27/05/1964,16:33:31,31.7,0,310,27.8,29.1,3290
27/05/1964,16:33:32,31.4,0,311,27.8,29.3,3289
27/05/1964,16:33:33,37.6,0,312,27.8,29.4,3287
27/05/1964,16:33:34,37.8,0,314,27.8,29.4,3286
27/05/1964,16:33:35,37.3,0,315,27.9,29.5,3285
27/05/1964,16:33:36,37.4,0,316,27.9,29.5,3284
27/05/1964,16:33:37,37.3,0,317,27.9,29.5,3283
27/05/1964,16:33:38,37.1,0,318,28,29.5,3282
27/05/1964,16:33:39,37.7,0,319,27.9,29.6,3281
27/05/1964,16:33:40,37.4,0,320,27.9,29.6,3280
27/05/1964,16:33:41,38.2,0,321,27.9,29.7,3279
27/05/1964,16:33:42,38.2,0,322,28,29.7,3278
27/05/1964,16:33:43,37.8,0,323,28,29.7,3277
27/05/1964,16:33:44,37.8,0,324,28.1,29.6,3276
27/05/1964,16:33:45,37.3,0,325,28.2,29.8,3275
27/05/1964,16:33:46,37.7,0,326,28.2,29.8,3274
27/05/1964,16:33:47,38.1,0,327,28.1,29.8,3273
27/05/1964,16:33:48,37.8,0,328,28.2,29.8,3272
27/05/1964,16:33:49,36.8,0,329,28.1,29.8,3271
27/05/1964,16:33:50,38,0,330,28.2,29.8,3270
27/05/1964,16:33:51,38,0,331,28.1,29.8,3269
27/05/1964,16:33:52,38.1,0,332,28.2,29.8,3268
27/05/1964,16:33:53,37.9,0,333,28.2,29.8,3267
27/05/1964,16:33:54,37.9,0,334,28.2,29.9,3266
27/05/1964,16:33:55,37.6,0,335,28.2,30,3265
27/05/1964,16:33:56,38.1,0,336,28.2,30,3264
27/05/1964,16:33:57,38,0,337,28.2,30,3263
27/05/1964,16:33:58,38.1,0,338,28.3,29.9,3262
27/05/1964,16:33:59,37.7,0,339,28.2,29.9,3261
27/05/1964,16:34:00,38.1,0,340,28.2,29.9,3260
27/05/1964,16:34:01,37.7,0,341,28.2,29.9,3259
27/05/1964,16:34:02,38.2,0,342,28.2,29.8,3258
27/05/1964,16:34:03,38,0,343,28.3,29.8,3257
27/05/1964,16:34:04,38.3,0,344,28.3,29.9,3256
27/05/1964,16:34:05,38.3,0,345,28.3,29.9,3255
27/05/1964,16:34:06,38.2,0,346,28.2,29.9,3254
27/05/1964,16:34:07,37.9,0,347,28.3,30,3253
27/05/1964,16:34:08,38.6,0,348,28.3,30,3252
27/05/1964,16:34:09,38.2,0,349,28.3,30.1,3251
27/05/1964,16:34:10,38.3,0,350,28.3,30.1,3250
27/05/1964,16:34:11,38.3,0,351,28.3,30.2,3249
27/05/1964,16:34:12,38.3,0,352,28.3,30.2,3248
27/05/1964,16:34:13,38.5,0,353,28.3,30.2,3247
27/05/1964,16:34:14,38,0,354,28.3,30.2,3246
27/05/1964,16:34:15,38.4,0,355,28.3,30.2,3245
27/05/1964,16:34:16,38.9,0,356,28.4,30.2,3244
27/05/1964,16:34:17,37.4,0,357,28.4,30.3,3243
27/05/1964,16:34:18,38,0,358,28.5,30.3,3242
27/05/1964,16:34:19,38.2,0,359,28.6,30.3,3241
27/05/1964,16:34:20,38.3,0,360,28.5,30.3,3240
27/05/1964,16:34:21,38.3,0,361,28.5,30.4,3239
